공공서비스 고유 식별자,서비스명,남성,여성,대상연령(시작),대상연령(종료),중위소득 0~50%,중위소득 51~75%,중위소득 76~100%,중위소득 101~200%,중위소득 200% 초과,예비부모/난임,임산부,출산/입양,농업인,어업인,축산업인,임업인,초등학생,중학생,고등학생,대학생/대학원생,해당사항없음,근로자/직장인,구직자/실업자,장애인,국가보훈대상자,질병/질환자,다문화가족,북한이탈주민,한부모가정/조손가정,1인가구,해당사항없음.1,다자녀가구,무주택세대,신규전입,확대가족,예비창업자,영업중,생계곤란/폐업예정자,음식적업,제조업,기타업종,중소기업,사회복지시설,기관/단체,제조업.1,"농업,임업 및 어업",정보통신업,기타업종.1
494000000128,암환자 의료비 지원,Y,Y,0.0,120.0,Y,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
494000000129,신소득 특화작목 육성사업,Y,Y,18.0,120.0,Y,Y,Y,Y,Y,,,,Y,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
494000000130,영암군 청년 월세 지원,Y,Y,19.0,49.0,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,Y,,,,,,,,,,,,,,,
494000000131,농산물 유통기반 시설 확충 지원,Y,Y,18.0,120.0,Y,Y,Y,Y,Y,,,,Y,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
494000000133,참전유공자명예수당 및 사망위로금 지급,Y,Y,60.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
494000000134,잎담배 경작농가 농자재 지원,Y,Y,18.0,120.0,Y,Y,Y,Y,Y,,,,Y,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
494000000136,농업용 드론 지원,Y,Y,18.0,120.0,Y,Y,Y,Y,Y,,,,Y,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
494000000138,영암군 대학생 전입장려금 지원,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
494000000140,영암군 군 복무 청년 상해보험 가입 서비스,Y,Y,19.0,32.0,Y,Y,Y,Y,Y,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
494000000142,축산 농가 헬퍼 지원,Y,Y,18.0,120.0,Y,Y,Y,Y,Y,,,,,,Y,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
494000000143,국가보훈대상자 명예수당 및 사망위로금 지급,Y,Y,65.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
494000000148,친환경축산(무항생제) 생산장려금 지원,Y,Y,18.0,120.0,Y,Y,Y,Y,Y,,,,,,Y,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
494000000149,출산장려금 지원,,Y,18.0,44.0,Y,Y,Y,Y,Y,,,Y,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
494000000150,유기농쌀 생산장려금 지급,Y,Y,18.0,120.0,Y,Y,Y,Y,Y,,,,Y,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
494000000151,한우 혈통관리 지원,Y,Y,18.0,120.0,Y,Y,Y,Y,Y,,,,,,Y,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
494000000152,저소득 한부모가족 지원,Y,Y,19.0,120.0,Y,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,,,,,,,,,,,,,,,,,,,
494000000155,임산물 가공지원,Y,Y,,,Y,Y,Y,Y,Y,,,,,,,Y,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
494000000156,임산물 저장 및 건조시설 지원,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,Y,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
494000000157,파렛트 등 유통기자재 지원,Y,Y,,,Y,Y,Y,Y,Y,,,,,,,Y,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
494000000158,임산물 상품화 지원,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,Y,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
494000000159,임산물 생산기반 조성,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,Y,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
494000000160,친환경 임산물 재배관리 지원,Y,Y,,,Y,Y,Y,Y,Y,,,,,,,Y,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
494000000161,임산물 생산단지 규모화,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,Y,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
494000000162,임산물 택배비 지원,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,Y,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
494000000163,대봉감 병해충 방제약제 지원,Y,Y,,,Y,Y,Y,Y,Y,,,,,,,Y,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
494000000168,내수면어선 노후기관 대체지원,Y,Y,,,Y,Y,Y,Y,Y,,,,,Y,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
494000000169,내수면 양식기자재 지원,Y,Y,18.0,120.0,Y,Y,Y,Y,Y,,,,,Y,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
494000000170,연안어선 노후기관 대체,Y,Y,18.0,120.0,Y,Y,Y,Y,Y,,,,,Y,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
494000000175,여성장애인 홈헬퍼서비스,,Y,18.0,44.0,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,
494000000176,영암군 전입지원금 지원,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,Y,,,,,,,,,,,,,,
494000000178,자동차종합검사비 지원,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
494000000179,영암군 결혼장려금 지원,Y,Y,18.0,49.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,
494000000180,어르신 등 체험활동 건강꾸러미 지원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,
494000000181,GAP인증농가 신청수수료 지원,Y,Y,18.0,120.0,Y,Y,Y,Y,Y,,,,Y,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
494000000182,수출용 소모품 자재 구입비 지원,Y,Y,18.0,120.0,Y,Y,Y,Y,Y,,,,Y,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
494000000184,농산물 택배비 지원,Y,Y,18.0,120.0,Y,Y,Y,Y,Y,,,,Y,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
494000000187,유기가공식품 인증비 지원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,,,
494000000189,국산김치 사용업소 식자재 구입비 지원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,
494000000192,농산물 저온저장고 설치지원,Y,Y,18.0,120.0,Y,Y,Y,Y,Y,,,,Y,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
494000000194,정신질환 치료비 지원,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
494000000197,농산물 포장재 박스 제작비 지원,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,Y,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,Y,,,,
494000000198,꾸러미 포장재 제작비 지원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,
494000000200,중소조선기업 신규 채용 근로자 4대보험료 지원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,Y
494000000203,도지사 품질인증 제품 자가품질검사비 지원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,
494000000211,예비맘 풍진 예방접종지원,,Y,18.0,44.0,Y,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
494000000224,행복한 임신과 출산교실,,Y,18.0,44.0,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,,,,Y,Y,Y,,Y,Y,Y,Y,Y,,,,,,,,,,,,,
494000000225,쑥쑥크는 우리아기 오감발달교실,Y,Y,0.0,5.0,Y,Y,Y,Y,Y,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
494000000226,전남형 난임부부 시술비 지원(정부지원 소진자 대상),Y,Y,18.0,120.0,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,Y,Y,Y,,Y,,Y,Y,Y,,,,,,,,,,,,,
494000000227,임부 산전검진비 지원(초음파 쿠폰 제공),,Y,18.0,44.0,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
494000000234,영암형 공공주택 입주자 모집,Y,Y,19.0,49.0,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
494000000267,과수생육회복 영양제 지원,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Y,,Y,,
494000000289,영암군 군민안전보험,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
495000000308,공공산림가꾸기,Y,Y,18.0,64.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
495000000410,한우 농가 환경개선 장비 지원,Y,Y,18.0,120.0,Y,Y,Y,Y,Y,,,,,,Y,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
495000000411,곤충농가 먹이자재 지원,Y,Y,18.0,120.0,Y,Y,Y,Y,Y,,,,,,Y,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
495000000414,초등학생 및 저소득층 아동 치과주치의 의료비 지원,Y,Y,6.0,13.0,Y,,,,,,,,,,,,Y,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
495000000415,농산물 생산비절감 지원,Y,Y,19.0,120.0,Y,Y,Y,Y,Y,,,,Y,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
495000000416,귀농인 농가주택 수리비 지원,Y,Y,18.0,65.0,Y,Y,Y,Y,Y,,,,Y,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
495000000417,차상위계층 국민건강보험료 지급,Y,Y,0.0,120.0,Y,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
495000000418,임부 초음파 기형아 검진비 쿠폰 지원,,Y,18.0,44.0,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
495000000421,지역화폐(무안사랑상품권),Y,Y,20.0,120.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
495000000422,신생아 양육비 지원,Y,Y,18.0,44.0,Y,Y,Y,Y,Y,,,Y,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
495000000423,이동 치아관리서비스,Y,Y,65.0,120.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
495000000425,귀농인 정착 지원,Y,Y,18.0,65.0,Y,Y,Y,Y,Y,,,,Y,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
495000000426,난임부부 시술비 지원(추가),Y,Y,18.0,120.0,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
495000000427,서민층 가스안전장치(타이머콕) 보급사업,Y,Y,55.0,120.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
495000000428,과수 생산 기반 구축 지원사업,Y,Y,18.0,120.0,Y,Y,Y,Y,Y,,,,Y,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
495000000430,가금류 축사 환경개선 지원,Y,Y,18.0,120.0,Y,Y,Y,Y,Y,,,,,,Y,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
495000000432,밭작물 친환경농산물 생산 장려금 지원,Y,Y,18.0,120.0,Y,Y,Y,Y,Y,,,,Y,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
495000000433,저소득층 교육 경비 지원,Y,Y,6.0,19.0,Y,,,,,,,,,,,,Y,Y,Y,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
495000000434,흑염소 생산성 향상 지원,Y,Y,18.0,120.0,Y,Y,Y,Y,Y,,,,,,Y,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
495000000435,노인 목욕비 및 이·미용 지원,Y,Y,75.0,120.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
495000000447,무안군 전입 환영 상품권 및 기념품 지원,Y,Y,18.0,120.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,Y,,,,,,,,,,,,,,
495000000448,무안군민 안전보험,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
496000000101,재가 암환자 관리 지원,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
496000000102,염소 생산성 향상 지원,Y,Y,18.0,120.0,Y,Y,Y,Y,Y,,,,,,Y,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
496000000103,노인세대 건강보험료 및 장기요양보험료 지원,Y,Y,65.0,120.0,Y,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
496000000104,오리사육농가 생산성 향상 지원,Y,Y,18.0,120.0,Y,Y,Y,Y,Y,,,,,,Y,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
496000000105,축산농가 볏짚절단기 구입 지원,Y,Y,18.0,120.0,Y,Y,Y,Y,Y,,,,,,Y,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
496000000106,친환경 완초재배 지원,Y,Y,18.0,120.0,Y,Y,Y,Y,Y,,,,Y,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
496000000107,구제역 예방접종 지원,Y,Y,18.0,120.0,Y,Y,Y,Y,Y,,,,,,Y,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
496000000108,인재양성 장학금 지원,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,Y,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
496000000109,소상공인 카드수수료 지원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,Y,,,,,,,
496000000110,저소득 한부모 가정 지원,Y,Y,0.0,17.0,Y,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,,,,,,,,,,,,,,,,,,,
496000000112,정관 및 난관 복원 수술비 지원,Y,Y,18.0,44.0,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
496000000113,귀농인 정착 지원,Y,Y,18.0,120.0,Y,Y,Y,Y,Y,,,,Y,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
496000000114,지역사회서비스 지원,Y,Y,6.0,120.0,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
496000000115,소외계층 밑반찬 지원,Y,Y,0.0,120.0,Y,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
496000000116,신생아 양육지원금 지원,,Y,18.0,44.0,Y,Y,Y,Y,Y,,,Y,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
496000000119,산모·신생아 건강관리서비스 본인부담금 지원,,Y,18.0,999.0,Y,Y,Y,Y,Y,,,Y,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
496000000120,함평 천지한우 육질등급향상 지원,Y,Y,18.0,120.0,Y,Y,Y,Y,Y,,,,,,Y,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
496000000121,화재 피해주민 지원,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
496000000122,친환경 농산물 인증비 지원,Y,Y,18.0,120.0,Y,Y,Y,Y,Y,,,,Y,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
496000000123,저소득계층 자녀지원,Y,Y,6.0,19.0,Y,,,,,,,,,,,,Y,Y,Y,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
496000000124,낙농파출(헬퍼) 지원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,
496000000125,축산농가 소독시설 지원,Y,Y,18.0,120.0,Y,Y,Y,Y,Y,,,,,,Y,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
496000000126,화장장려금 지원,Y,Y,19.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,
496000000540,함평군 군민안전보험,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
496000000541,학생 및 군장병 전입장려금 지원,Y,Y,12.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,Y,Y,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,
497000000102,임신부(해피맘) 교통카드 지원,,Y,18.0,44.0,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
497000000103,정관난관 복원수술비 지원,Y,,55.0,120.0,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
497000000104,중고등학교 신입생 교복비 지원,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,Y,Y,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
497000000105,난임부부 시술비 본인부담금 지원(추가),,Y,18.0,120.0,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
497000000106,임산부 영유아 건강관리 서비스,,Y,18.0,44.0,Y,Y,Y,Y,Y,,Y,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
497000000107,영광군 신생아 양육비 지원,,Y,18.0,44.0,Y,Y,Y,Y,Y,,,Y,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
497000000108,청년 취업활동수당,Y,Y,18.0,45.0,Y,Y,Y,Y,,,,,,,,,,,,,,,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
497000000109,영광군 인재육성 장학금,Y,Y,6.0,34.0,Y,Y,Y,Y,Y,,,,,,,,Y,Y,Y,Y,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
497000000110,청년농업인 영농기반 시설 지원,Y,Y,18.0,44.0,Y,Y,Y,Y,Y,,,,Y,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
497000000111,영광군 결혼장려금 지원,Y,Y,18.0,49.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
497000000112,귀농귀촌인 지원,Y,Y,18.0,65.0,Y,Y,Y,Y,Y,,,,Y,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
497000000113,결핵검진 및 진단지원,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
497000000114,보훈대상자 지원,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
497000000115,기초생활수급자 수학여행비 및 체험학습비 지원,Y,Y,6.0,40.0,Y,,,,,,,,,,,,Y,Y,Y,Y,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
497000000116,출산축하용품 구입비 지원,,Y,18.0,44.0,Y,Y,Y,Y,Y,,,Y,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
497000000117,청년 희망 디딤돌 통장 운영,Y,Y,19.0,65.0,Y,Y,Y,Y,,,,,,,,,,,,,,Y,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
497000000118,산모·신생아 건강관리 지원,,Y,18.0,44.0,Y,Y,Y,Y,Y,,,Y,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
497000000124,아빠 육아휴직 장려금,Y,,19.0,64.0,Y,Y,Y,Y,Y,,,,,,,,,,,,,Y,,,,,Y,Y,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,
497000000126,영광군 군민안전보험,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
497000000127,소상공인 경영안정자금 이자지원사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,,,,,,,
497000000128,소상공인 신용보증수수료 지원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,Y,,,,,,,
497000000129,노란우산공제 희망장려금 지원,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,Y,Y,,,,,,,
497000000130,"신혼부부,다자녀가정 전세자금 이자지원 사업",Y,Y,0.0,100.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
497000000134,주택화재 피해지원금 지급,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
497000000637,영광군 전입장려금 지원,Y,Y,0.0,120.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,Y,,,,,,,,,,,,,,
